Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,90194,2010,05,25,16.9,1,Y
IDCJAC0010,90194,2010,05,26,16.5,1,Y
IDCJAC0010,90194,2010,05,27,16.3,1,Y
IDCJAC0010,90194,2010,05,28,15.0,1,Y
IDCJAC0010,90194,2010,05,29,15.6,1,Y
IDCJAC0010,90194,2010,05,30,16.3,1,Y
IDCJAC0010,90194,2010,05,31,16.4,1,Y
IDCJAC0010,90194,2010,06,01,16.3,1,Y
IDCJAC0010,90194,2010,06,02,15.1,1,Y
IDCJAC0010,90194,2010,06,03,15.5,1,Y
IDCJAC0010,90194,2010,06,04,16.3,1,Y
IDCJAC0010,90194,2010,06,05,14.2,1,Y
IDCJAC0010,90194,2010,06,06,14.5,1,Y
IDCJAC0010,90194,2010,06,07,12.4,1,Y
IDCJAC0010,90194,2010,06,08,13.2,1,Y
IDCJAC0010,90194,2010,06,09,12.3,1,Y
IDCJAC0010,90194,2010,06,10,14.1,1,Y
IDCJAC0010,90194,2010,06,11,14.3,1,Y
IDCJAC0010,90194,2010,06,12,13.5,1,Y
IDCJAC0010,90194,2010,06,13,11.8,1,Y
IDCJAC0010,90194,2010,06,14,13.4,1,Y
IDCJAC0010,90194,2010,06,15,11.8,1,Y
IDCJAC0010,90194,2010,06,16,14.8,1,Y
IDCJAC0010,90194,2010,06,17,13.3,1,Y
IDCJAC0010,90194,2010,06,18,14.1,1,Y
IDCJAC0010,90194,2010,06,19,15.0,1,Y
IDCJAC0010,90194,2010,06,20,14.8,1,Y
IDCJAC0010,90194,2010,06,21,13.3,1,Y
IDCJAC0010,90194,2010,06,22,14.8,1,Y
IDCJAC0010,90194,2010,06,23,14.3,1,Y
IDCJAC0010,90194,2010,06,24,14.9,1,Y
IDCJAC0010,90194,2010,06,25,12.8,1,Y
IDCJAC0010,90194,2010,06,26,12.4,1,Y
IDCJAC0010,90194,2010,06,27,12.1,1,Y
IDCJAC0010,90194,2010,06,28,10.9,1,Y
IDCJAC0010,90194,2010,06,29,10.6,1,Y
IDCJAC0010,90194,2010,06,30,12.4,1,Y
IDCJAC0010,90194,2010,07,01,12.9,1,Y
IDCJAC0010,90194,2010,07,02,10.7,1,Y
IDCJAC0010,90194,2010,07,03,13.5,1,Y
IDCJAC0010,90194,2010,07,04,13.6,1,Y
IDCJAC0010,90194,2010,07,05,10.6,1,Y
IDCJAC0010,90194,2010,07,06,14.4,1,Y
IDCJAC0010,90194,2010,07,07,14.7,1,Y
IDCJAC0010,90194,2010,07,08,14.8,1,Y
IDCJAC0010,90194,2010,07,09,13.2,1,Y
IDCJAC0010,90194,2010,07,10,14.2,1,Y
IDCJAC0010,90194,2010,07,11,15.9,1,Y
IDCJAC0010,90194,2010,07,12,15.5,1,Y
IDCJAC0010,90194,2010,07,13,15.0,1,Y
IDCJAC0010,90194,2010,07,14,13.4,1,Y
IDCJAC0010,90194,2010,07,15,13.7,1,Y
IDCJAC0010,90194,2010,07,16,15.1,1,Y
IDCJAC0010,90194,2010,07,17,13.5,1,Y
IDCJAC0010,90194,2010,07,18,11.7,1,Y
IDCJAC0010,90194,2010,07,19,12.6,1,Y
IDCJAC0010,90194,2010,07,20,13.2,1,Y
IDCJAC0010,90194,2010,07,21,13.4,1,Y
IDCJAC0010,90194,2010,07,22,14.4,1,Y
IDCJAC0010,90194,2010,07,23,14.9,1,Y
IDCJAC0010,90194,2010,07,24,13.3,1,Y
IDCJAC0010,90194,2010,07,25,15.1,1,Y
IDCJAC0010,90194,2010,07,26,14.7,1,Y
IDCJAC0010,90194,2010,07,27,14.4,1,Y
IDCJAC0010,90194,2010,07,28,13.4,1,Y
IDCJAC0010,90194,2010,07,29,14.4,1,Y
IDCJAC0010,90194,2010,07,30,16.9,1,Y
IDCJAC0010,90194,2010,07,31,14.4,1,Y
IDCJAC0010,90194,2010,08,01,11.4,1,Y
IDCJAC0010,90194,2010,08,02,13.0,1,Y
IDCJAC0010,90194,2010,08,03,12.5,1,Y
IDCJAC0010,90194,2010,08,04,11.4,1,Y
IDCJAC0010,90194,2010,08,05,12.4,1,Y
IDCJAC0010,90194,2010,08,06,13.2,1,Y
IDCJAC0010,90194,2010,08,07,13.5,1,Y
IDCJAC0010,90194,2010,08,08,15.0,1,Y
IDCJAC0010,90194,2010,08,09,14.8,1,Y
IDCJAC0010,90194,2010,08,10,14.6,1,Y
IDCJAC0010,90194,2010,08,11,13.1,1,Y
IDCJAC0010,90194,2010,08,12,13.5,1,Y
IDCJAC0010,90194,2010,08,13,12.0,1,Y
IDCJAC0010,90194,2010,08,14,12.1,1,Y
IDCJAC0010,90194,2010,08,15,12.6,1,Y
IDCJAC0010,90194,2010,08,16,11.4,1,Y
IDCJAC0010,90194,2010,08,17,12.4,1,Y
IDCJAC0010,90194,2010,08,18,11.9,1,Y
IDCJAC0010,90194,2010,08,19,12.1,1,Y
IDCJAC0010,90194,2010,08,20,12.8,1,Y
IDCJAC0010,90194,2010,08,21,14.1,1,Y
IDCJAC0010,90194,2010,08,22,15.9,1,Y
IDCJAC0010,90194,2010,08,23,14.1,1,Y
IDCJAC0010,90194,2010,08,24,11.8,1,Y
IDCJAC0010,90194,2010,08,25,10.4,1,Y
IDCJAC0010,90194,2010,08,26,13.1,1,Y
IDCJAC0010,90194,2010,08,27,13.2,1,Y
IDCJAC0010,90194,2010,08,28,14.4,1,Y
IDCJAC0010,90194,2010,08,29,15.6,1,Y
IDCJAC0010,90194,2010,08,30,17.2,1,Y
IDCJAC0010,90194,2010,08,31,15.9,1,Y
IDCJAC0010,90194,2010,09,01,13.4,1,Y
IDCJAC0010,90194,2010,09,02,13.6,1,Y
IDCJAC0010,90194,2010,09,03,14.7,1,Y
IDCJAC0010,90194,2010,09,04,17.7,1,Y
IDCJAC0010,90194,2010,09,05,14.2,1,Y
IDCJAC0010,90194,2010,09,06,12.7,1,Y
IDCJAC0010,90194,2010,09,07,15.1,1,Y
IDCJAC0010,90194,2010,09,08,15.8,1,Y
IDCJAC0010,90194,2010,09,09,17.3,1,Y
IDCJAC0010,90194,2010,09,10,14.8,1,Y
IDCJAC0010,90194,2010,09,11,16.0,1,Y
IDCJAC0010,90194,2010,09,12,17.2,1,Y
IDCJAC0010,90194,2010,09,13,14.0,1,Y
IDCJAC0010,90194,2010,09,14,13.6,1,Y
IDCJAC0010,90194,2010,09,15,13.8,1,Y
IDCJAC0010,90194,2010,09,16,12.2,1,Y
IDCJAC0010,90194,2010,09,17,14.1,1,Y
IDCJAC0010,90194,2010,09,18,12.3,1,Y
IDCJAC0010,90194,2010,09,19,13.4,1,Y
IDCJAC0010,90194,2010,09,20,14.6,1,Y
IDCJAC0010,90194,2010,09,21,14.1,1,Y
IDCJAC0010,90194,2010,09,22,14.1,1,Y
IDCJAC0010,90194,2010,09,23,13.1,1,Y
IDCJAC0010,90194,2010,09,24,14.7,1,Y
IDCJAC0010,90194,2010,09,25,17.9,1,Y
IDCJAC0010,90194,2010,09,26,16.8,1,Y
IDCJAC0010,90194,2010,09,27,13.6,1,Y
IDCJAC0010,90194,2010,09,28,12.5,1,Y
IDCJAC0010,90194,2010,09,29,13.5,1,Y
IDCJAC0010,90194,2010,09,30,12.3,1,Y
IDCJAC0010,90194,2010,10,01,17.1,1,Y
IDCJAC0010,90194,2010,10,02,19.8,1,Y
IDCJAC0010,90194,2010,10,03,23.6,1,Y
IDCJAC0010,90194,2010,10,04,20.8,1,Y
IDCJAC0010,90194,2010,10,05,18.4,1,Y
IDCJAC0010,90194,2010,10,06,21.1,1,Y
IDCJAC0010,90194,2010,10,07,14.4,1,Y
IDCJAC0010,90194,2010,10,08,16.2,1,Y
IDCJAC0010,90194,2010,10,09,15.2,1,Y
IDCJAC0010,90194,2010,10,10,22.1,1,Y
IDCJAC0010,90194,2010,10,11,25.1,1,Y
IDCJAC0010,90194,2010,10,12,17.4,1,Y
IDCJAC0010,90194,2010,10,13,14.8,1,Y
IDCJAC0010,90194,2010,10,14,18.7,1,Y
IDCJAC0010,90194,2010,10,15,11.8,1,Y
IDCJAC0010,90194,2010,10,16,13.3,1,Y
IDCJAC0010,90194,2010,10,17,14.8,1,Y
IDCJAC0010,90194,2010,10,18,16.6,1,Y
IDCJAC0010,90194,2010,10,19,17.1,1,Y
IDCJAC0010,90194,2010,10,20,20.9,1,Y
IDCJAC0010,90194,2010,10,21,25.2,1,Y
IDCJAC0010,90194,2010,10,22,27.4,1,Y
IDCJAC0010,90194,2010,10,23,16.5,1,Y
IDCJAC0010,90194,2010,10,24,16.3,1,Y
IDCJAC0010,90194,2010,10,25,20.0,1,Y
IDCJAC0010,90194,2010,10,26,18.1,1,Y
IDCJAC0010,90194,2010,10,27,18.0,1,Y
IDCJAC0010,90194,2010,10,28,23.9,1,Y
IDCJAC0010,90194,2010,10,29,29.8,1,Y
IDCJAC0010,90194,2010,10,30,13.6,1,Y
IDCJAC0010,90194,2010,10,31,13.3,1,Y
IDCJAC0010,90194,2010,11,01,15.8,1,Y
IDCJAC0010,90194,2010,11,02,17.5,1,Y
IDCJAC0010,90194,2010,11,03,14.5,1,Y
IDCJAC0010,90194,2010,11,04,15.5,1,Y
IDCJAC0010,90194,2010,11,05,20.7,1,Y
IDCJAC0010,90194,2010,11,06,23.8,1,Y
IDCJAC0010,90194,2010,11,07,20.9,1,Y
IDCJAC0010,90194,2010,11,08,19.6,1,Y
IDCJAC0010,90194,2010,11,09,25.8,1,Y
IDCJAC0010,90194,2010,11,10,18.8,1,Y
IDCJAC0010,90194,2010,11,11,25.8,1,Y
IDCJAC0010,90194,2010,11,12,27.6,1,Y
IDCJAC0010,90194,2010,11,13,14.4,1,Y
IDCJAC0010,90194,2010,11,14,18.1,1,Y
IDCJAC0010,90194,2010,11,15,16.8,1,Y
IDCJAC0010,90194,2010,11,16,17.2,1,Y
IDCJAC0010,90194,2010,11,17,20.3,1,Y
IDCJAC0010,90194,2010,11,18,16.6,1,Y
IDCJAC0010,90194,2010,11,19,19.0,1,Y
IDCJAC0010,90194,2010,11,20,24.7,1,Y
IDCJAC0010,90194,2010,11,21,23.9,1,Y
IDCJAC0010,90194,2010,11,22,34.6,1,Y
IDCJAC0010,90194,2010,11,23,35.5,1,Y
IDCJAC0010,90194,2010,11,24,28.3,1,Y
IDCJAC0010,90194,2010,11,25,18.3,1,Y
IDCJAC0010,90194,2010,11,26,24.6,1,Y
IDCJAC0010,90194,2010,11,27,18.2,1,Y
IDCJAC0010,90194,2010,11,28,16.7,1,Y
IDCJAC0010,90194,2010,11,29,18.4,1,Y
IDCJAC0010,90194,2010,11,30,20.8,1,Y
IDCJAC0010,90194,2010,12,01,24.8,1,Y
IDCJAC0010,90194,2010,12,02,29.5,1,Y
IDCJAC0010,90194,2010,12,03,29.1,1,Y
IDCJAC0010,90194,2010,12,04,32.0,1,Y
IDCJAC0010,90194,2010,12,05,33.8,1,Y
IDCJAC0010,90194,2010,12,06,28.1,1,Y
IDCJAC0010,90194,2010,12,07,26.4,1,Y
IDCJAC0010,90194,2010,12,08,20.5,1,Y
IDCJAC0010,90194,2010,12,09,23.4,1,Y
IDCJAC0010,90194,2010,12,10,18.3,1,Y
IDCJAC0010,90194,2010,12,11,20.3,1,Y
IDCJAC0010,90194,2010,12,12,18.6,1,Y
IDCJAC0010,90194,2010,12,13,19.9,1,Y
IDCJAC0010,90194,2010,12,14,29.8,1,Y
IDCJAC0010,90194,2010,12,15,20.8,1,Y
IDCJAC0010,90194,2010,12,16,20.6,1,Y
IDCJAC0010,90194,2010,12,17,19.0,1,Y
IDCJAC0010,90194,2010,12,18,18.7,1,Y
IDCJAC0010,90194,2010,12,19,15.2,1,Y
IDCJAC0010,90194,2010,12,20,17.1,1,Y
IDCJAC0010,90194,2010,12,21,16.6,1,Y
IDCJAC0010,90194,2010,12,22,20.6,1,Y
IDCJAC0010,90194,2010,12,23,19.7,1,Y
IDCJAC0010,90194,2010,12,24,27.2,1,Y
IDCJAC0010,90194,2010,12,25,25.0,1,Y
IDCJAC0010,90194,2010,12,26,18.6,1,Y
IDCJAC0010,90194,2010,12,27,17.5,1,Y
IDCJAC0010,90194,2010,12,28,23.8,1,Y
IDCJAC0010,90194,2010,12,29,22.9,1,Y
IDCJAC0010,90194,2010,12,30,29.1,1,Y
IDCJAC0010,90194,2010,12,31,37.9,1,Y
IDCJAC0010,90194,2011,01,01,22.3,1,Y
IDCJAC0010,90194,2011,01,02,20.4,1,Y
IDCJAC0010,90194,2011,01,03,20.4,1,Y
IDCJAC0010,90194,2011,01,04,22.7,1,Y
IDCJAC0010,90194,2011,01,05,22.8,1,Y
IDCJAC0010,90194,2011,01,06,33.6,1,Y
IDCJAC0010,90194,2011,01,07,39.1,1,Y
IDCJAC0010,90194,2011,01,08,20.4,1,Y
IDCJAC0010,90194,2011,01,09,24.1,1,Y
IDCJAC0010,90194,2011,01,10,20.6,1,Y
IDCJAC0010,90194,2011,01,11,27.6,1,Y
IDCJAC0010,90194,2011,01,12,26.2,1,Y
IDCJAC0010,90194,2011,01,13,23.9,1,Y
IDCJAC0010,90194,2011,01,14,24.4,1,Y
IDCJAC0010,90194,2011,01,15,27.1,1,Y
IDCJAC0010,90194,2011,01,16,23.1,1,Y
IDCJAC0010,90194,2011,01,17,19.0,1,Y
IDCJAC0010,90194,2011,01,18,18.9,1,Y
IDCJAC0010,90194,2011,01,19,21.8,1,Y
IDCJAC0010,90194,2011,01,20,30.9,1,Y
IDCJAC0010,90194,2011,01,21,22.3,1,Y
IDCJAC0010,90194,2011,01,22,23.4,1,Y
IDCJAC0010,90194,2011,01,23,26.9,1,Y
IDCJAC0010,90194,2011,01,24,19.8,1,Y
IDCJAC0010,90194,2011,01,25,20.7,1,Y
IDCJAC0010,90194,2011,01,26,23.2,1,Y
IDCJAC0010,90194,2011,01,27,23.5,1,Y
IDCJAC0010,90194,2011,01,28,23.0,1,Y
IDCJAC0010,90194,2011,01,29,30.1,1,Y
IDCJAC0010,90194,2011,01,30,39.8,1,Y
IDCJAC0010,90194,2011,01,31,32.6,1,Y
IDCJAC0010,90194,2011,02,01,24.8,1,Y
IDCJAC0010,90194,2011,02,02,28.5,1,Y
IDCJAC0010,90194,2011,02,03,27.0,1,Y
IDCJAC0010,90194,2011,02,04,29.6,1,Y
IDCJAC0010,90194,2011,02,05,18.3,1,Y
IDCJAC0010,90194,2011,02,06,18.8,1,Y
IDCJAC0010,90194,2011,02,07,20.2,1,Y
IDCJAC0010,90194,2011,02,08,21.8,1,Y
IDCJAC0010,90194,2011,02,09,24.9,1,Y
IDCJAC0010,90194,2011,02,10,30.2,1,Y
IDCJAC0010,90194,2011,02,11,19.4,1,Y
IDCJAC0010,90194,2011,02,12,20.2,1,Y
IDCJAC0010,90194,2011,02,13,21.2,1,Y
IDCJAC0010,90194,2011,02,14,25.1,1,Y
IDCJAC0010,90194,2011,02,15,32.5,1,Y
IDCJAC0010,90194,2011,02,16,32.0,1,Y
IDCJAC0010,90194,2011,02,17,23.4,1,Y
IDCJAC0010,90194,2011,02,18,21.0,1,Y
IDCJAC0010,90194,2011,02,19,21.2,1,Y
IDCJAC0010,90194,2011,02,20,17.2,1,Y
IDCJAC0010,90194,2011,02,21,18.5,1,Y
IDCJAC0010,90194,2011,02,22,20.4,1,Y
IDCJAC0010,90194,2011,02,23,25.4,1,Y
IDCJAC0010,90194,2011,02,24,27.1,1,Y
IDCJAC0010,90194,2011,02,25,25.4,1,Y
IDCJAC0010,90194,2011,02,26,27.6,1,Y
IDCJAC0010,90194,2011,02,27,22.4,1,Y
IDCJAC0010,90194,2011,02,28,20.6,1,Y
IDCJAC0010,90194,2011,03,01,16.9,1,Y
IDCJAC0010,90194,2011,03,02,16.2,1,Y
IDCJAC0010,90194,2011,03,03,18.3,1,Y
IDCJAC0010,90194,2011,03,04,17.2,1,Y
IDCJAC0010,90194,2011,03,05,20.0,1,Y
IDCJAC0010,90194,2011,03,06,30.1,1,Y
IDCJAC0010,90194,2011,03,07,33.9,1,Y
IDCJAC0010,90194,2011,03,08,24.2,1,Y
IDCJAC0010,90194,2011,03,09,17.2,1,Y
IDCJAC0010,90194,2011,03,10,18.2,1,Y
IDCJAC0010,90194,2011,03,11,25.9,1,Y
IDCJAC0010,90194,2011,03,12,30.1,1,Y
IDCJAC0010,90194,2011,03,13,21.4,1,Y
IDCJAC0010,90194,2011,03,14,22.2,1,Y
IDCJAC0010,90194,2011,03,15,23.1,1,Y
IDCJAC0010,90194,2011,03,16,19.0,1,Y
IDCJAC0010,90194,2011,03,17,19.6,1,Y
IDCJAC0010,90194,2011,03,18,19.4,1,Y
IDCJAC0010,90194,2011,03,19,22.9,1,Y
IDCJAC0010,90194,2011,03,20,28.7,1,Y
IDCJAC0010,90194,2011,03,21,19.8,1,Y
IDCJAC0010,90194,2011,03,22,18.0,1,Y
IDCJAC0010,90194,2011,03,23,19.5,1,Y
IDCJAC0010,90194,2011,03,24,17.2,1,Y
IDCJAC0010,90194,2011,03,25,17.4,1,Y
IDCJAC0010,90194,2011,03,26,18.7,1,Y
IDCJAC0010,90194,2011,03,27,16.8,1,Y
IDCJAC0010,90194,2011,03,28,23.6,1,Y
IDCJAC0010,90194,2011,03,29,26.3,1,Y
IDCJAC0010,90194,2011,03,30,17.3,1,Y
IDCJAC0010,90194,2011,03,31,17.0,1,Y
IDCJAC0010,90194,2011,04,01,18.5,1,Y
IDCJAC0010,90194,2011,04,02,17.1,1,Y
IDCJAC0010,90194,2011,04,03,16.6,1,Y
IDCJAC0010,90194,2011,04,04,17.8,1,Y
IDCJAC0010,90194,2011,04,05,21.1,1,Y
IDCJAC0010,90194,2011,04,06,26.5,1,Y
IDCJAC0010,90194,2011,04,07,26.5,1,Y
IDCJAC0010,90194,2011,04,08,28.0,1,Y
IDCJAC0010,90194,2011,04,09,17.6,1,Y
IDCJAC0010,90194,2011,04,10,13.4,1,Y
IDCJAC0010,90194,2011,04,11,16.3,1,Y
IDCJAC0010,90194,2011,04,12,15.4,1,Y
IDCJAC0010,90194,2011,04,13,16.1,1,Y
IDCJAC0010,90194,2011,04,14,18.3,1,Y
IDCJAC0010,90194,2011,04,15,20.4,1,Y
IDCJAC0010,90194,2011,04,16,19.5,1,Y
IDCJAC0010,90194,2011,04,17,19.2,1,Y
IDCJAC0010,90194,2011,04,18,20.9,1,Y
IDCJAC0010,90194,2011,04,19,15.5,1,Y
IDCJAC0010,90194,2011,04,20,15.4,1,Y
IDCJAC0010,90194,2011,04,21,17.4,1,Y
IDCJAC0010,90194,2011,04,22,16.8,1,Y
IDCJAC0010,90194,2011,04,23,16.8,1,Y
IDCJAC0010,90194,2011,04,24,18.8,1,Y
IDCJAC0010,90194,2011,04,25,21.6,1,Y
IDCJAC0010,90194,2011,04,26,22.2,1,Y
IDCJAC0010,90194,2011,04,27,23.1,1,Y
IDCJAC0010,90194,2011,04,28,21.1,1,Y
IDCJAC0010,90194,2011,04,29,23.2,1,Y
IDCJAC0010,90194,2011,04,30,16.3,1,Y
IDCJAC0010,90194,2011,05,01,17.6,1,Y
IDCJAC0010,90194,2011,05,02,17.4,1,Y
IDCJAC0010,90194,2011,05,03,15.9,1,Y
IDCJAC0010,90194,2011,05,04,16.5,1,Y
IDCJAC0010,90194,2011,05,05,13.4,1,Y
IDCJAC0010,90194,2011,05,06,13.3,1,Y
IDCJAC0010,90194,2011,05,07,14.8,1,Y
IDCJAC0010,90194,2011,05,08,14.3,1,Y
IDCJAC0010,90194,2011,05,09,14.3,1,Y
IDCJAC0010,90194,2011,05,10,13.4,1,Y
IDCJAC0010,90194,2011,05,11,13.0,1,Y
IDCJAC0010,90194,2011,05,12,15.7,1,Y
IDCJAC0010,90194,2011,05,13,14.3,1,Y
IDCJAC0010,90194,2011,05,14,13.5,1,Y
IDCJAC0010,90194,2011,05,15,14.1,1,Y
IDCJAC0010,90194,2011,05,16,13.2,1,Y
IDCJAC0010,90194,2011,05,17,14.9,1,Y
IDCJAC0010,90194,2011,05,18,14.7,1,Y
IDCJAC0010,90194,2011,05,19,17.3,1,Y
IDCJAC0010,90194,2011,05,20,19.8,1,Y
IDCJAC0010,90194,2011,05,21,20.2,1,Y
IDCJAC0010,90194,2011,05,22,18.1,1,Y
IDCJAC0010,90194,2011,05,23,14.2,1,Y
IDCJAC0010,90194,2011,05,24,11.4,1,Y
IDCJAC0010,90194,2011,05,25,12.2,1,Y
IDCJAC0010,90194,2011,05,26,14.2,1,Y
IDCJAC0010,90194,2011,05,27,14.9,1,Y
IDCJAC0010,90194,2011,05,28,12.4,1,Y
IDCJAC0010,90194,2011,05,29,15.3,1,Y
IDCJAC0010,90194,2011,05,30,15.1,1,Y
IDCJAC0010,90194,2011,05,31,13.9,1,Y
IDCJAC0010,90194,2011,06,01,16.0,1,Y
IDCJAC0010,90194,2011,06,02,18.7,1,Y
IDCJAC0010,90194,2011,06,03,15.7,1,Y
IDCJAC0010,90194,2011,06,04,15.1,1,Y
IDCJAC0010,90194,2011,06,05,14.6,1,Y
IDCJAC0010,90194,2011,06,06,12.3,1,Y
IDCJAC0010,90194,2011,06,07,11.4,1,Y
IDCJAC0010,90194,2011,06,08,10.9,1,Y
IDCJAC0010,90194,2011,06,09,13.8,1,Y
IDCJAC0010,90194,2011,06,10,13.0,1,Y
IDCJAC0010,90194,2011,06,11,13.0,1,Y
IDCJAC0010,90194,2011,06,12,13.9,1,Y
IDCJAC0010,90194,2011,06,13,14.5,1,Y
IDCJAC0010,90194,2011,06,14,14.4,1,Y
IDCJAC0010,90194,2011,06,15,14.4,1,Y
IDCJAC0010,90194,2011,06,16,12.6,1,Y
IDCJAC0010,90194,2011,06,17,13.4,1,Y
IDCJAC0010,90194,2011,06,18,14.5,1,Y
IDCJAC0010,90194,2011,06,19,15.2,1,Y
IDCJAC0010,90194,2011,06,20,14.7,1,Y
IDCJAC0010,90194,2011,06,21,11.4,1,Y
IDCJAC0010,90194,2011,06,22,14.2,1,Y
IDCJAC0010,90194,2011,06,23,14.8,1,Y
IDCJAC0010,90194,2011,06,24,15.2,1,Y
IDCJAC0010,90194,2011,06,25,15.8,1,Y
IDCJAC0010,90194,2011,06,26,15.2,1,Y
IDCJAC0010,90194,2011,06,27,15.9,1,Y
IDCJAC0010,90194,2011,06,28,15.7,1,Y
IDCJAC0010,90194,2011,06,29,16.7,1,Y
IDCJAC0010,90194,2011,06,30,14.9,1,Y
IDCJAC0010,90194,2011,07,01,17.4,1,Y
IDCJAC0010,90194,2011,07,02,13.3,1,Y
IDCJAC0010,90194,2011,07,03,15.4,1,Y
IDCJAC0010,90194,2011,07,04,12.7,1,Y
IDCJAC0010,90194,2011,07,05,12.1,1,Y
IDCJAC0010,90194,2011,07,06,12.3,1,Y
IDCJAC0010,90194,2011,07,07,11.6,1,Y
IDCJAC0010,90194,2011,07,08,12.3,1,Y
IDCJAC0010,90194,2011,07,09,13.3,1,Y
IDCJAC0010,90194,2011,07,10,12.5,1,Y
IDCJAC0010,90194,2011,07,11,11.9,1,Y
IDCJAC0010,90194,2011,07,12,13.0,1,Y
IDCJAC0010,90194,2011,07,13,12.6,1,Y
IDCJAC0010,90194,2011,07,14,13.9,1,Y
IDCJAC0010,90194,2011,07,15,12.7,1,Y
IDCJAC0010,90194,2011,07,16,12.9,1,Y
IDCJAC0010,90194,2011,07,17,9.6,1,Y
IDCJAC0010,90194,2011,07,18,11.0,1,Y
IDCJAC0010,90194,2011,07,19,12.6,1,Y
IDCJAC0010,90194,2011,07,20,14.6,1,Y
IDCJAC0010,90194,2011,07,21,13.2,1,Y
IDCJAC0010,90194,2011,07,22,14.7,1,Y
IDCJAC0010,90194,2011,07,23,10.9,1,Y
IDCJAC0010,90194,2011,07,24,12.0,1,Y
IDCJAC0010,90194,2011,07,25,14.1,1,Y
IDCJAC0010,90194,2011,07,26,13.0,1,Y
IDCJAC0010,90194,2011,07,27,13.5,1,Y
IDCJAC0010,90194,2011,07,28,17.0,1,Y
IDCJAC0010,90194,2011,07,29,14.2,1,Y
IDCJAC0010,90194,2011,07,30,17.3,1,Y
IDCJAC0010,90194,2011,07,31,18.1,1,Y
IDCJAC0010,90194,2011,08,01,18.8,1,Y
IDCJAC0010,90194,2011,08,02,19.8,1,Y
IDCJAC0010,90194,2011,08,03,23.1,1,Y
IDCJAC0010,90194,2011,08,04,16.1,1,Y
IDCJAC0010,90194,2011,08,05,13.8,1,Y
IDCJAC0010,90194,2011,08,06,14.7,1,Y
IDCJAC0010,90194,2011,08,07,14.6,1,Y
IDCJAC0010,90194,2011,08,08,13.9,1,Y
IDCJAC0010,90194,2011,08,09,14.5,1,Y
IDCJAC0010,90194,2011,08,10,15.6,1,Y
IDCJAC0010,90194,2011,08,11,15.5,1,Y
IDCJAC0010,90194,2011,08,12,13.6,1,Y
IDCJAC0010,90194,2011,08,13,14.7,1,Y
IDCJAC0010,90194,2011,08,14,16.8,1,Y
IDCJAC0010,90194,2011,08,15,15.4,1,Y
IDCJAC0010,90194,2011,08,16,16.1,1,Y
IDCJAC0010,90194,2011,08,17,14.4,1,Y
IDCJAC0010,90194,2011,08,18,12.9,1,Y
IDCJAC0010,90194,2011,08,19,15.8,1,Y
IDCJAC0010,90194,2011,08,20,18.1,1,Y
IDCJAC0010,90194,2011,08,21,19.3,1,Y
IDCJAC0010,90194,2011,08,22,18.3,1,Y
IDCJAC0010,90194,2011,08,23,20.1,1,Y
IDCJAC0010,90194,2011,08,24,20.6,1,Y
IDCJAC0010,90194,2011,08,25,15.2,1,Y
IDCJAC0010,90194,2011,08,26,13.6,1,Y
IDCJAC0010,90194,2011,08,27,15.2,1,Y
IDCJAC0010,90194,2011,08,28,16.3,1,Y
IDCJAC0010,90194,2011,08,29,13.3,1,Y
IDCJAC0010,90194,2011,08,30,12.4,1,Y
IDCJAC0010,90194,2011,08,31,15.0,1,Y
IDCJAC0010,90194,2011,09,01,15.7,1,Y
IDCJAC0010,90194,2011,09,02,18.9,1,Y
IDCJAC0010,90194,2011,09,03,21.3,1,Y
IDCJAC0010,90194,2011,09,04,16.8,1,Y
IDCJAC0010,90194,2011,09,05,17.6,1,Y
IDCJAC0010,90194,2011,09,06,12.4,1,Y
IDCJAC0010,90194,2011,09,07,14.0,1,Y
IDCJAC0010,90194,2011,09,08,13.8,1,Y
IDCJAC0010,90194,2011,09,09,13.2,1,Y
IDCJAC0010,90194,2011,09,10,14.3,1,Y
IDCJAC0010,90194,2011,09,11,14.3,1,Y
IDCJAC0010,90194,2011,09,12,14.8,1,Y
IDCJAC0010,90194,2011,09,13,17.4,1,Y
IDCJAC0010,90194,2011,09,14,15.6,1,Y
IDCJAC0010,90194,2011,09,15,15.3,1,Y
IDCJAC0010,90194,2011,09,16,18.5,1,Y
IDCJAC0010,90194,2011,09,17,23.1,1,Y
IDCJAC0010,90194,2011,09,18,19.4,1,Y
IDCJAC0010,90194,2011,09,19,25.2,1,Y
IDCJAC0010,90194,2011,09,20,15.6,1,Y
IDCJAC0010,90194,2011,09,21,18.1,1,Y
IDCJAC0010,90194,2011,09,22,24.9,1,Y
IDCJAC0010,90194,2011,09,23,13.8,1,Y
IDCJAC0010,90194,2011,09,24,13.2,1,Y
IDCJAC0010,90194,2011,09,25,16.5,1,Y
IDCJAC0010,90194,2011,09,26,19.6,1,Y
IDCJAC0010,90194,2011,09,27,23.3,1,Y
IDCJAC0010,90194,2011,09,28,14.4,1,Y
IDCJAC0010,90194,2011,09,29,15.3,1,Y
IDCJAC0010,90194,2011,09,30,12.5,1,Y
IDCJAC0010,90194,2011,10,01,15.2,1,Y
IDCJAC0010,90194,2011,10,02,15.0,1,Y
IDCJAC0010,90194,2011,10,03,17.9,1,Y
